lang	word	length	rank	zipf	category
en	ipad	4	6063	4.1	auto_whitelist
en	les	3	6067	4.1	auto_whitelist
en	lung	4	6070	4.1	auto_whitelist
en	ore	3	6076	4.1	auto_whitelist
en	os	2	6077	4.1	auto_whitelist
en	pine	4	6080	4.1	auto_whitelist
en	pose	4	6084	4.1	auto_whitelist
en	pour	4	6085	4.1	auto_whitelist
en	sang	4	6094	4.1	auto_whitelist
en	ss	2	6101	4.1	auto_whitelist
en	bee	3	6114	4.09	auto_whitelist
en	cafe	4	6116	4.09	auto_whitelist
en	cult	4	6122	4.09	auto_whitelist
en	euro	4	6136	4.09	auto_whitelist
en	fl	2	6140	4.09	auto_whitelist
en	fr	2	6144	4.09	auto_whitelist
en	hug	3	6147	4.09	auto_whitelist
en	jets	4	6155	4.09	auto_whitelist
en	leak	4	6160	4.09	auto_whitelist
en	mice	4	6166	4.09	auto_whitelist
en	riot	4	6174	4.09	auto_whitelist
en	slot	4	6184	4.09	auto_whitelist
en	todd	4	6194	4.09	auto_whitelist
en	vi	2	6199	4.09	auto_whitelist
en	wi	2	6201	4.09	auto_whitelist
en	wont	4	6202	4.09	auto_whitelist
en	bros	4	6217	4.08	auto_whitelist
en	bud	3	6218	4.08	auto_whitelist
en	coke	4	6224	4.08	auto_whitelist
en	dump	4	6233	4.08	auto_whitelist
en	duo	3	6234	4.08	auto_whitelist
en	fold	4	6245	4.08	auto_whitelist
en	hub	3	6254	4.08	auto_whitelist
en	kg	2	6258	4.08	auto_whitelist
en	myth	4	6269	4.08	auto_whitelist
en	pale	4	6275	4.08	auto_whitelist
en	pets	4	6280	4.08	auto_whitelist
en	shaw	4	6296	4.08	auto_whitelist
en	toll	4	6304	4.08	auto_whitelist
en	torn	4	6306	4.08	auto_whitelist
en	bio	3	6335	4.07	auto_whitelist
en	cruz	4	6350	4.07	auto_whitelist
en	hint	4	6363	4.07	auto_whitelist
en	ink	3	6368	4.07	auto_whitelist
en	inn	3	6369	4.07	auto_whitelist
en	lo	2	6373	4.07	auto_whitelist
en	lucy	4	6374	4.07	auto_whitelist
en	nest	4	6384	4.07	auto_whitelist
en	phd	3	6395	4.07	auto_whitelist
en	reed	4	6406	4.07	auto_whitelist
en	scan	4	6412	4.07	auto_whitelist
en	span	4	6416	4.07	auto_whitelist
en	te	2	6422	4.07	auto_whitelist
en	toe	3	6424	4.07	auto_whitelist
en	tops	4	6425	4.07	auto_whitelist
en	ab	2	6429	4.06	auto_whitelist
en	ar	2	6436	4.06	auto_whitelist
en	btw	3	6443	4.06	auto_whitelist
en	demo	4	6457	4.06	auto_whitelist
en	doll	4	6462	4.06	auto_whitelist
en	fc	2	6469	4.06	auto_whitelist
en	hull	4	6480	4.06	auto_whitelist
en	lbs	3	6489	4.06	auto_whitelist
en	rope	4	6517	4.06	auto_whitelist
en	stan	4	6524	4.06	auto_whitelist
en	yup	3	6537	4.06	auto_whitelist
en	beg	3	6544	4.05	auto_whitelist
en	bout	4	6547	4.05	auto_whitelist
en	buzz	4	6550	4.05	auto_whitelist
en	cos	3	6553	4.05	auto_whitelist
en	dip	3	6561	4.05	auto_whitelist
en	dot	3	6564	4.05	auto_whitelist
en	fled	4	6573	4.05	auto_whitelist
en	foul	4	6574	4.05	auto_whitelist
en	hack	4	6578	4.05	auto_whitelist
en	lamp	4	6586	4.05	auto_whitelist
en	nc	2	6597	4.05	auto_whitelist
en	ne	2	6598	4.05	auto_whitelist
en	nyc	3	6599	4.05	auto_whitelist
en	omg	3	6600	4.05	auto_whitelist
en	oven	4	6602	4.05	auto_whitelist
en	owen	4	6603	4.05	auto_whitelist
en	rats	4	6612	4.05	auto_whitelist
en	ruth	4	6615	4.05	auto_whitelist
en	slim	4	6621	4.05	auto_whitelist
en	spam	4	6624	4.05	auto_whitelist
en	tent	4	6635	4.05	auto_whitelist
en	tide	4	6637	4.05	auto_whitelist
en	ave	3	6654	4.04	auto_whitelist
en	bi	2	6656	4.04	auto_whitelist
en	bolt	4	6659	4.04	auto_whitelist
en	bugs	4	6661	4.04	auto_whitelist
en	bust	4	6662	4.04	auto_whitelist
en	cope	4	6668	4.04	auto_whitelist
en	cum	3	6672	4.04	auto_whitelist
en	ebay	4	6678	4.04	auto_whitelist
en	echo	4	6679	4.04	auto_whitelist
en	hart	4	6692	4.04	auto_whitelist
en	ip	2	6700	4.04	auto_whitelist
en	lgbt	4	6704	4.04	auto_whitelist
en	nut	3	6715	4.04	auto_whitelist
en	pt	2	6726	4.04	auto_whitelist
en	rt	2	6732	4.04	auto_whitelist
en	sins	4	6737	4.04	auto_whitelist
en	soda	4	6740	4.04	auto_whitelist
en	thee	4	6748	4.04	auto_whitelist
en	fork	4	6788	4.03	auto_whitelist
en	fur	3	6789	4.03	auto_whitelist
en	gps	3	6790	4.03	auto_whitelist
en	hype	4	6795	4.03	auto_whitelist
en	jo	2	6799	4.03	auto_whitelist
en	junk	4	6800	4.03	auto_whitelist
en	marc	4	6807	4.03	auto_whitelist
en	mob	3	6810	4.03	auto_whitelist
en	mph	3	6813	4.03	auto_whitelist
en	pill	4	6821	4.03	auto_whitelist
en	pork	4	6822	4.03	auto_whitelist
en	rays	4	6827	4.03	auto_whitelist
en	sp	2	6839	4.03	auto_whitelist
en	sr	2	6840	4.03	auto_whitelist
en	til	3	6846	4.03	auto_whitelist
en	tin	3	6847	4.03	auto_whitelist
en	apr	3	6864	4.02	auto_whitelist
en	arch	4	6865	4.02	auto_whitelist
en	au	2	6867	4.02	auto_whitelist
en	axis	4	6869	4.02	auto_whitelist
en	bs	2	6875	4.02	auto_whitelist
en	doug	4	6896	4.02	auto_whitelist
en	ego	3	6898	4.02	auto_whitelist
en	fm	2	6908	4.02	auto_whitelist
en	goat	4	6913	4.02	auto_whitelist
en	gut	3	6915	4.02	auto_whitelist
en	heck	4	6916	4.02	auto_whitelist
en	ive	3	6927	4.02	auto_whitelist
en	lamb	4	6930	4.02	auto_whitelist
en	liar	4	6931	4.02	auto_whitelist
en	mega	4	6934	4.02	auto_whitelist
en	nbc	3	6937	4.02	auto_whitelist
en	nhl	3	6940	4.02	auto_whitelist
en	ps	2	6953	4.02	auto_whitelist
en	slam	4	6961	4.02	auto_whitelist
en	ta	2	6968	4.02	auto_whitelist
en	tire	4	6970	4.02	auto_whitelist
en	tl	2	6971	4.02	auto_whitelist
en	warn	4	6976	4.02	auto_whitelist
en	aa	2	6979	4.01	auto_whitelist
en	abu	3	6980	4.01	auto_whitelist
en	bail	4	6988	4.01	auto_whitelist
en	buck	4	6994	4.01	auto_whitelist
en	cal	3	6995	4.01	auto_whitelist
en	den	3	7004	4.01	auto_whitelist
en	disk	4	7008	4.01	auto_whitelist
en	gov	3	7014	4.01	auto_whitelist
en	hats	4	7017	4.01	auto_whitelist
en	hugh	4	7018	4.01	auto_whitelist
en	joan	4	7020	4.01	auto_whitelist
en	nato	4	7033	4.01	auto_whitelist
en	oz	2	7037	4.01	auto_whitelist
en	pad	3	7039	4.01	auto_whitelist
en	sail	4	7054	4.01	auto_whitelist
en	sen	3	7058	4.01	auto_whitelist
en	seo	3	7059	4.01	auto_whitelist
en	tan	3	7068	4.01	auto_whitelist
en	tx	2	7077	4.01	auto_whitelist
en	void	4	7082	4.01	auto_whitelist
en	whip	4	7085	4.01	auto_whitelist
en	wipe	4	7086	4.01	auto_whitelist
en	bo	2	7100	4.0	auto_whitelist
en	chan	4	7105	4.0	auto_whitelist
en	chin	4	7106	4.0	auto_whitelist
en	coup	4	7113	4.0	auto_whitelist
en	dash	4	7116	4.0	auto_whitelist
en	gdp	3	7136	4.0	auto_whitelist
en	java	4	7146	4.0	auto_whitelist
en	jerk	4	7148	4.0	auto_whitelist
en	karl	4	7149	4.0	auto_whitelist
en	mc	2	7157	4.0	auto_whitelist
en	nhs	3	7159	4.0	auto_whitelist
en	nude	4	7161	4.0	auto_whitelist
en	tits	4	7187	4.0	auto_whitelist
en	barn	4	7198	3.99	auto_whitelist
en	bent	4	7199	3.99	auto_whitelist
en	cr	2	7210	3.99	auto_whitelist
en	deaf	4	7214	3.99	auto_whitelist
en	dock	4	7218	3.99	auto_whitelist
en	feat	4	7227	3.99	auto_whitelist
en	luis	4	7247	3.99	auto_whitelist
en	neat	4	7251	3.99	auto_whitelist
en	neo	3	7253	3.99	auto_whitelist
en	pal	3	7258	3.99	auto_whitelist
en	pigs	4	7261	3.99	auto_whitelist
en	reid	4	7275	3.99	auto_whitelist
en	sore	4	7289	3.99	auto_whitelist
en	bean	4	7313	3.98	auto_whitelist
en	bump	4	7316	3.98	auto_whitelist
en	cart	4	7318	3.98	auto_whitelist
en	cord	4	7328	3.98	auto_whitelist
en	dale	4	7331	3.98	auto_whitelist
en	gig	3	7344	3.98	auto_whitelist
en	jaw	3	7354	3.98	auto_whitelist
en	jin	3	7355	3.98	auto_whitelist
en	lawn	4	7358	3.98	auto_whitelist
en	ol	2	7368	3.98	auto_whitelist
en	olds	4	7369	3.98	auto_whitelist
en	oval	4	7372	3.98	auto_whitelist
en	pity	4	7373	3.98	auto_whitelist
en	pond	4	7374	3.98	auto_whitelist
en	prey	4	7377	3.98	auto_whitelist
en	ruby	4	7386	3.98	auto_whitelist
en	usb	3	7407	3.98	auto_whitelist
en	wade	4	7409	3.98	auto_whitelist
en	af	2	7413	3.97	auto_whitelist
en	clan	4	7429	3.97	auto_whitelist
en	hers	4	7460	3.97	auto_whitelist
en	joel	4	7466	3.97	auto_whitelist
en	nj	2	7477	3.97	auto_whitelist
en	ph	2	7481	3.97	auto_whitelist
en	po	2	7482	3.97	auto_whitelist
en	rico	4	7492	3.97	auto_whitelist
en	rub	3	7494	3.97	auto_whitelist
en	slap	4	7502	3.97	auto_whitelist
en	usd	3	7515	3.97	auto_whitelist
en	wwe	3	7519	3.97	auto_whitelist
en	bees	4	7529	3.96	auto_whitelist
en	chen	4	7536	3.96	auto_whitelist
en	dame	4	7551	3.96	auto_whitelist
en	eyed	4	7562	3.96	auto_whitelist
en	flu	3	7564	3.96	auto_whitelist
en	hes	3	7568	3.96	auto_whitelist
en	melt	4	7582	3.96	auto_whitelist
en	oath	4	7587	3.96	auto_whitelist
en	pee	3	7591	3.96	auto_whitelist
en	sara	4	7605	3.96	auto_whitelist
en	spa	3	7611	3.96	auto_whitelist
en	stir	4	7614	3.96	auto_whitelist
en	tab	3	7620	3.96	auto_whitelist
en	toes	4	7625	3.96	auto_whitelist
en	trek	4	7628	3.96	auto_whitelist
en	uber	4	7631	3.96	auto_whitelist
en	unto	4	7633	3.96	auto_whitelist
en	wit	3	7637	3.96	auto_whitelist
en	ag	2	7643	3.95	auto_whitelist
en	amid	4	7645	3.95	auto_whitelist
en	cab	3	7658	3.95	auto_whitelist
en	ch	2	7659	3.95	auto_whitelist
en	chi	3	7660	3.95	auto_whitelist
en	col	3	7661	3.95	auto_whitelist
en	eats	4	7681	3.95	auto_whitelist
en	goin	4	7694	3.95	auto_whitelist
en	hike	4	7696	3.95	auto_whitelist
en	ing	3	7701	3.95	auto_whitelist
en	kane	4	7705	3.95	auto_whitelist
en	lame	4	7707	3.95	auto_whitelist
en	lily	4	7709	3.95	auto_whitelist
en	plea	4	7725	3.95	auto_whitelist
en	ref	3	7730	3.95	auto_whitelist
en	sigh	4	7742	3.95	auto_whitelist
en	stat	4	7748	3.95	auto_whitelist
en	troy	4	7757	3.95	auto_whitelist
en	wang	4	7762	3.95	auto_whitelist
en	anal	4	7767	3.94	auto_whitelist
en	cox	3	7783	3.94	auto_whitelist
en	dull	4	7788	3.94	auto_whitelist
en	fare	4	7790	3.94	auto_whitelist
en	gum	3	7799	3.94	auto_whitelist
en	idol	4	7802	3.94	auto_whitelist
en	jun	3	7805	3.94	auto_whitelist
en	leap	4	7808	3.94	auto_whitelist
en	lou	3	7811	3.94	auto_whitelist
en	pops	4	7830	3.94	auto_whitelist
en	prep	4	7833	3.94	auto_whitelist
en	scam	4	7844	3.94	auto_whitelist
en	sci	3	7845	3.94	auto_whitelist
en	sep	3	7846	3.94	auto_whitelist
en	swap	4	7856	3.94	auto_whitelist
en	trio	4	7864	3.94	auto_whitelist
en	und	3	7867	3.94	auto_whitelist
en	vibe	4	7871	3.94	auto_whitelist
en	wifi	4	7873	3.94	auto_whitelist
en	acre	4	7877	3.93	auto_whitelist
en	alot	4	7879	3.93	auto_whitelist
en	amen	4	7880	3.93	auto_whitelist
en	bore	4	7889	3.93	auto_whitelist
en	buys	4	7892	3.93	auto_whitelist
en	chad	4	7895	3.93	auto_whitelist
en	cows	4	7900	3.93	auto_whitelist
en	dial	4	7908	3.93	auto_whitelist
en	es	2	7919	3.93	auto_whitelist
en	espn	4	7920	3.93	auto_whitelist
en	halt	4	7924	3.93	auto_whitelist
en	han	3	7925	3.93	auto_whitelist
en	ibm	3	7927	3.93	auto_whitelist
en	jar	3	7934	3.93	auto_whitelist
en	kay	3	7935	3.93	auto_whitelist
en	lb	2	7936	3.93	auto_whitelist
en	liam	4	7938	3.93	auto_whitelist
en	monk	4	7944	3.93	auto_whitelist
en	ni	2	7946	3.93	auto_whitelist
en	noah	4	7947	3.93	auto_whitelist
en	norm	4	7948	3.93	auto_whitelist
en	pac	3	7954	3.93	auto_whitelist
en	seas	4	7972	3.93	auto_whitelist
en	bmw	3	8013	3.92	auto_whitelist
en	boo	3	8014	3.92	auto_whitelist
en	gaza	4	8040	3.92	auto_whitelist
en	hail	4	8042	3.92	auto_whitelist
en	ins	3	8050	3.92	auto_whitelist
en	joey	4	8053	3.92	auto_whitelist
en	lend	4	8057	3.92	auto_whitelist
en	leon	4	8059	3.92	auto_whitelist
en	mint	4	8065	3.92	auto_whitelist
en	nova	4	8069	3.92	auto_whitelist
en	pi	2	8073	3.92	auto_whitelist
en	seth	4	8090	3.92	auto_whitelist
en	su	2	8094	3.92	auto_whitelist
en	wax	3	8105	3.92	auto_whitelist
en	yay	3	8108	3.92	auto_whitelist
en	yu	2	8109	3.92	auto_whitelist
en	bake	4	8121	3.91	auto_whitelist
en	def	3	8138	3.91	auto_whitelist
en	fury	4	8147	3.91	auto_whitelist
en	gb	2	8148	3.91	auto_whitelist
en	glow	4	8151	3.91	auto_whitelist
en	hay	3	8152	3.91	auto_whitelist
en	lone	4	8168	3.91	auto_whitelist
en	meme	4	8170	3.91	auto_whitelist
en	mod	3	8172	3.91	auto_whitelist
en	papa	4	8181	3.91	auto_whitelist
en	reds	4	8192	3.91	auto_whitelist
en	rode	4	8198	3.91	auto_whitelist
en	sack	4	8200	3.91	auto_whitelist
en	sung	4	8213	3.91	auto_whitelist
en	toss	4	8220	3.91	auto_whitelist
en	ur	2	8224	3.91	auto_whitelist
en	wool	4	8228	3.91	auto_whitelist
en	yang	4	8229	3.91	auto_whitelist
en	cs	2	8268	3.9	auto_whitelist
en	dome	4	8274	3.9	auto_whitelist
en	dope	4	8275	3.9	auto_whitelist
en	epa	3	8281	3.9	auto_whitelist
en	eva	3	8283	3.9	auto_whitelist
en	fe	2	8285	3.9	auto_whitelist
en	fog	3	8288	3.9	auto_whitelist
en	gif	3	8294	3.9	auto_whitelist
en	gosh	4	8296	3.9	auto_whitelist
en	lad	3	8307	3.9	auto_whitelist
en	mins	4	8317	3.9	auto_whitelist
en	ng	2	8322	3.9	auto_whitelist
en	opt	3	8325	3.9	auto_whitelist
en	penn	4	8328	3.9	auto_whitelist
en	ra	2	8335	3.9	auto_whitelist
en	rack	4	8336	3.9	auto_whitelist
en	sued	4	8360	3.9	auto_whitelist
en	sums	4	8361	3.9	auto_whitelist
en	tel	3	8363	3.9	auto_whitelist
en	tory	4	8368	3.9	auto_whitelist
en	vet	3	8376	3.9	auto_whitelist
en	walt	4	8379	3.9	auto_whitelist
en	ana	3	8386	3.89	auto_whitelist
en	aye	3	8388	3.89	auto_whitelist
en	br	2	8393	3.89	auto_whitelist
en	bury	4	8396	3.89	auto_whitelist
en	cod	3	8399	3.89	auto_whitelist
en	cubs	4	8406	3.89	auto_whitelist
en	cuz	3	8407	3.89	auto_whitelist
en	fist	4	8423	3.89	auto_whitelist
en	fond	4	8424	3.89	auto_whitelist
en	frog	4	8426	3.89	auto_whitelist
en	fry	3	8427	3.89	auto_whitelist
en	heir	4	8432	3.89	auto_whitelist
en	hon	3	8436	3.89	auto_whitelist
en	irs	3	8440	3.89	auto_whitelist
en	isnt	4	8441	3.89	auto_whitelist
en	ji	2	8443	3.89	auto_whitelist
en	moss	4	8459	3.89	auto_whitelist
en	mvp	3	8461	3.89	auto_whitelist
en	peru	4	8466	3.89	auto_whitelist
en	rex	3	8478	3.89	auto_whitelist
en	sd	2	8482	3.89	auto_whitelist
en	td	2	8492	3.89	auto_whitelist
en	tens	4	8493	3.89	auto_whitelist
en	tomb	4	8495	3.89	auto_whitelist
en	trim	4	8499	3.89	auto_whitelist
en	blah	4	8515	3.88	auto_whitelist
en	bt	2	8518	3.88	auto_whitelist
en	dem	3	8533	3.88	auto_whitelist
en	dm	2	8535	3.88	auto_whitelist
en	fu	2	8543	3.88	auto_whitelist
en	gf	2	8545	3.88	auto_whitelist
en	gp	2	8548	3.88	auto_whitelist
en	haul	4	8551	3.88	auto_whitelist
en	ki	2	8564	3.88	auto_whitelist
en	kurt	4	8566	3.88	auto_whitelist
en	lil	3	8569	3.88	auto_whitelist
en	med	3	8576	3.88	auto_whitelist
en	ncaa	4	8580	3.88	auto_whitelist
en	nike	4	8582	3.88	auto_whitelist
en	node	4	8583	3.88	auto_whitelist
en	pg	2	8588	3.88	auto_whitelist
en	pl	2	8589	3.88	auto_whitelist
en	sf	2	8606	3.88	auto_whitelist
en	sour	4	8610	3.88	auto_whitelist
en	yale	4	8629	3.88	auto_whitelist
en	beth	4	8638	3.87	auto_whitelist
en	bids	4	8640	3.87	auto_whitelist
en	cunt	4	8654	3.87	auto_whitelist
en	fda	3	8665	3.87	auto_whitelist
en	gem	3	8670	3.87	auto_whitelist
en	glen	4	8671	3.87	auto_whitelist
en	jew	3	8683	3.87	auto_whitelist
en	maya	4	8690	3.87	auto_whitelist
en	mia	3	8692	3.87	auto_whitelist
en	mtv	3	8696	3.87	auto_whitelist
en	owl	3	8703	3.87	auto_whitelist
en	pros	4	8713	3.87	auto_whitelist
en	saga	4	8724	3.87	auto_whitelist
en	wee	3	8744	3.87	auto_whitelist
en	woo	3	8745	3.87	auto_whitelist
en	xd	2	8746	3.87	auto_whitelist
en	zip	3	8747	3.87	auto_whitelist
en	abs	3	8749	3.86	auto_whitelist
en	ahh	3	8752	3.86	auto_whitelist
en	ant	3	8754	3.86	auto_whitelist
en	dug	3	8784	3.86	auto_whitelist
en	fade	4	8788	3.86	auto_whitelist
en	gaps	4	8795	3.86	auto_whitelist
en	ivan	4	8806	3.86	auto_whitelist
en	lads	4	8811	3.86	auto_whitelist
en	lime	4	8814	3.86	auto_whitelist
en	lynn	4	8818	3.86	auto_whitelist
en	maid	4	8819	3.86	auto_whitelist
en	moms	4	8827	3.86	auto_whitelist
en	mon	3	8828	3.86	auto_whitelist
en	nsa	3	8834	3.86	auto_whitelist
en	oils	4	8835	3.86	auto_whitelist
en	outs	4	8837	3.86	auto_whitelist
en	owed	4	8838	3.86	auto_whitelist
en	rig	3	8850	3.86	auto_whitelist
en	rows	4	8852	3.86	auto_whitelist
en	sh	2	8856	3.86	auto_whitelist
en	surf	4	8866	3.86	auto_whitelist
en	sync	4	8868	3.86	auto_whitelist
en	url	3	8874	3.86	auto_whitelist
en	atm	3	8891	3.85	auto_whitelist
en	bait	4	8894	3.85	auto_whitelist
en	bark	4	8895	3.85	auto_whitelist
en	bets	4	8896	3.85	auto_whitelist
en	bra	3	8898	3.85	auto_whitelist
en	cf	2	8907	3.85	auto_whitelist
en	cl	2	8908	3.85	auto_whitelist
en	comp	4	8911	3.85	auto_whitelist
en	kirk	4	8951	3.85	auto_whitelist
en	lang	4	8952	3.85	auto_whitelist
en	levy	4	8954	3.85	auto_whitelist
en	lp	2	8955	3.85	auto_whitelist
en	mlb	3	8959	3.85	auto_whitelist
en	mock	4	8960	3.85	auto_whitelist
en	nina	4	8963	3.85	auto_whitelist
en	ot	2	8966	3.85	auto_whitelist
en	para	4	8967	3.85	auto_whitelist
en	rim	3	8979	3.85	auto_whitelist
en	spit	4	8987	3.85	auto_whitelist
en	ti	2	8995	3.85	auto_whitelist
en	tub	3	8998	3.85	auto_whitelist
en	ufc	3	8999	3.85	auto_whitelist
en	yell	4	9008	3.85	auto_whitelist
en	bb	2	9016	3.84	auto_whitelist
en	dee	3	9031	3.84	auto_whitelist
en	dems	4	9032	3.84	auto_whitelist
en	doe	3	9035	3.84	auto_whitelist
en	envy	4	9040	3.84	auto_whitelist
en	gel	3	9046	3.84	auto_whitelist
en	heel	4	9052	3.84	auto_whitelist
en	hut	3	9054	3.84	auto_whitelist
en	ira	3	9057	3.84	auto_whitelist
en	mat	3	9065	3.84	auto_whitelist
en	ml	2	9069	3.84	auto_whitelist
en	nash	4	9071	3.84	auto_whitelist
en	pdf	3	9079	3.84	auto_whitelist
en	que	3	9084	3.84	auto_whitelist
en	sox	3	9101	3.84	auto_whitelist
en	swan	4	9108	3.84	auto_whitelist
en	vic	3	9124	3.84	auto_whitelist
en	vii	3	9125	3.84	auto_whitelist
en	bald	4	9137	3.83	auto_whitelist
en	boil	4	9139	3.83	auto_whitelist
en	boyd	4	9141	3.83	auto_whitelist
en	bp	2	9142	3.83	auto_whitelist
en	ce	2	9145	3.83	auto_whitelist
en	cone	4	9153	3.83	auto_whitelist
en	ge	2	9186	3.83	auto_whitelist
en	isle	4	9198	3.83	auto_whitelist
en	ivy	3	9199	3.83	auto_whitelist
en	ka	2	9201	3.83	auto_whitelist
en	lego	4	9203	3.83	auto_whitelist
en	liz	3	9206	3.83	auto_whitelist
en	llc	3	9207	3.83	auto_whitelist
en	mick	4	9211	3.83	auto_whitelist
en	obey	4	9219	3.83	auto_whitelist
en	ramp	4	9237	3.83	auto_whitelist
en	rand	4	9238	3.83	auto_whitelist
en	reef	4	9240	3.83	auto_whitelist
en	sage	4	9247	3.83	auto_whitelist
en	sq	2	9254	3.83	auto_whitelist
en	thru	4	9266	3.83	auto_whitelist
en	vr	2	9274	3.83	auto_whitelist
en	zoom	4	9276	3.83	auto_whitelist
en	bats	4	9286	3.82	auto_whitelist
en	bot	3	9289	3.82	auto_whitelist
en	cube	4	9312	3.82	auto_whitelist
en	dana	4	9313	3.82	auto_whitelist
en	dye	3	9324	3.82	auto_whitelist
en	eden	4	9325	3.82	auto_whitelist
en	guru	4	9340	3.82	auto_whitelist
en	hans	4	9342	3.82	auto_whitelist
en	hm	2	9346	3.82	auto_whitelist
en	labs	4	9354	3.82	auto_whitelist
en	lace	4	9355	3.82	auto_whitelist
en	nap	3	9369	3.82	auto_whitelist
en	nm	2	9372	3.82	auto_whitelist
en	pier	4	9380	3.82	auto_whitelist
en	quiz	4	9385	3.82	auto_whitelist
en	tags	4	9405	3.82	auto_whitelist
en	tee	3	9407	3.82	auto_whitelist
en	whoa	4	9421	3.82	auto_whitelist
en	alt	3	9434	3.81	auto_whitelist
en	asap	4	9438	3.81	auto_whitelist
en	bash	4	9441	3.81	auto_whitelist
en	doom	4	9459	3.81	auto_whitelist
en	ea	2	9461	3.81	auto_whitelist
en	flee	4	9469	3.81	auto_whitelist
en	gal	3	9474	3.81	auto_whitelist
en	hawk	4	9477	3.81	auto_whitelist
en	jill	4	9489	3.81	auto_whitelist
en	lid	3	9491	3.81	auto_whitelist
en	logs	4	9493	3.81	auto_whitelist
en	memo	4	9497	3.81	auto_whitelist
en	mic	3	9498	3.81	auto_whitelist
en	nate	4	9503	3.81	auto_whitelist
en	nets	4	9504	3.81	auto_whitelist
en	nsw	3	9505	3.81	auto_whitelist
en	pony	4	9509	3.81	auto_whitelist
en	qb	2	9518	3.81	auto_whitelist
en	shah	4	9535	3.81	auto_whitelist
en	sofa	4	9540	3.81	auto_whitelist
en	wu	2	9555	3.81	auto_whitelist
en	afl	3	9559	3.8	auto_whitelist
en	amp	3	9563	3.8	auto_whitelist
en	awe	3	9568	3.8	auto_whitelist
en	cans	4	9578	3.8	auto_whitelist
en	crow	4	9590	3.8	auto_whitelist
en	diy	3	9599	3.8	auto_whitelist
en	doin	4	9600	3.8	auto_whitelist
en	font	4	9611	3.8	auto_whitelist
en	glue	4	9613	3.8	auto_whitelist
en	ie	2	9618	3.8	auto_whitelist
en	lin	3	9623	3.8	auto_whitelist
en	lyon	4	9625	3.8	auto_whitelist
en	mel	3	9630	3.8	auto_whitelist
en	modi	4	9636	3.8	auto_whitelist
en	ops	3	9639	3.8	auto_whitelist
en	peel	4	9644	3.8	auto_whitelist
en	pins	4	9648	3.8	auto_whitelist
en	ribs	4	9662	3.8	auto_whitelist
en	rosa	4	9665	3.8	auto_whitelist
en	sim	3	9670	3.8	auto_whitelist
en	tick	4	9678	3.8	auto_whitelist
en	ussr	4	9686	3.8	auto_whitelist
en	vent	4	9688	3.8	auto_whitelist
en	wan	3	9690	3.8	auto_whitelist
en	axe	3	9703	3.79	auto_whitelist
en	bf	2	9707	3.79	auto_whitelist
en	bred	4	9711	3.79	auto_whitelist
en	cp	2	9727	3.79	auto_whitelist
en	curb	4	9728	3.79	auto_whitelist
en	dong	4	9737	3.79	auto_whitelist
en	evan	4	9744	3.79	auto_whitelist
en	gt	2	9755	3.79	auto_whitelist
en	hid	3	9760	3.79	auto_whitelist
en	hips	4	9761	3.79	auto_whitelist
en	int	3	9770	3.79	auto_whitelist
en	iso	3	9771	3.79	auto_whitelist
en	judy	4	9774	3.79	auto_whitelist
en	mls	3	9782	3.79	auto_whitelist
en	nz	2	9786	3.79	auto_whitelist
en	res	3	9811	3.79	auto_whitelist
en	rey	3	9813	3.79	auto_whitelist
en	yr	2	9838	3.79	auto_whitelist
en	dom	3	9877	3.78	auto_whitelist
en	ff	2	9893	3.78	auto_whitelist
en	finn	4	9895	3.78	auto_whitelist
en	foam	4	9898	3.78	auto_whitelist
en	jade	4	9909	3.78	auto_whitelist
en	jung	4	9911	3.78	auto_whitelist
en	kits	4	9912	3.78	auto_whitelist
en	mb	2	9916	3.78	auto_whitelist
en	pitt	4	9938	3.78	auto_whitelist
en	prom	4	9941	3.78	auto_whitelist
en	quo	3	9947	3.78	auto_whitelist
en	sims	4	9958	3.78	auto_whitelist
en	soo	3	9962	3.78	auto_whitelist
en	stab	4	9965	3.78	auto_whitelist
en	aaa	3	9990	3.77	auto_whitelist
en	chop	4	10009	3.77	auto_whitelist
en	cody	4	10013	3.77	auto_whitelist
en	db	2	10030	3.77	auto_whitelist
en	guts	4	10055	3.77	auto_whitelist
en	herb	4	10060	3.77	auto_whitelist
en	herd	4	10061	3.77	auto_whitelist
en	kai	3	10070	3.77	auto_whitelist
en	ky	2	10074	3.77	auto_whitelist
en	lick	4	10076	3.77	auto_whitelist
en	mold	4	10089	3.77	auto_whitelist
en	ou	2	10099	3.77	auto_whitelist
en	pads	4	10102	3.77	auto_whitelist
en	polo	4	10108	3.77	auto_whitelist
en	prop	4	10112	3.77	auto_whitelist
en	scar	4	10124	3.77	auto_whitelist
en	vein	4	10148	3.77	auto_whitelist
en	webb	4	10152	3.77	auto_whitelist
en	worm	4	10156	3.77	auto_whitelist
en	cane	4	10175	3.76	auto_whitelist
en	cons	4	10183	3.76	auto_whitelist
en	crab	4	10185	3.76	auto_whitelist
en	dev	3	10193	3.76	auto_whitelist
en	dice	4	10194	3.76	auto_whitelist
en	dots	4	10200	3.76	auto_whitelist
en	ds	2	10201	3.76	auto_whitelist
en	eds	3	10205	3.76	auto_whitelist
en	fb	2	10211	3.76	auto_whitelist
en	foil	4	10212	3.76	auto_whitelist
en	gram	4	10219	3.76	auto_whitelist
en	hugo	4	10225	3.76	auto_whitelist
